millis,ts,type,dpIn,dpOut,o2,millis_diff
41283.0,19:27:16.249 , Vol+O2,0.0,0.0,20.54,37.0
41320.0,19:27:16.249 , Vol+O2,0.0,0.0,20.54,37.0
41357.0,19:27:16.255 , Vol+O2,0.0,0.0,20.54,37.0
41394.0,19:27:16.311 , Vol+O2,0.0,0.0,20.54,37.0
41431.0,19:27:16.311 , Vol+O2,0.0,0.0,20.57,37.0
41468.0,19:27:16.312 , Vol+O2,0.0,0.0,20.57,37.0
41505.0,19:27:16.312 , Vol+O2,0.0,0.0,20.57,37.0
41541.0,19:27:16.313 , Vol+O2,0.0,0.0,20.57,36.0
41578.0,19:27:16.313 , Vol+O2,0.0,0.0,20.57,37.0
41615.0,19:27:16.313 , Vol+O2,0.0,0.0,20.54,37.0
41652.0,19:27:16.313 , Vol+O2,0.0,0.0,20.54,37.0
41689.0,19:27:16.316 , Vol+O2,0.0,0.0,20.54,37.0
41726.0,19:27:16.316 , Vol+O2,0.0,0.0,20.54,37.0
41763.0,19:27:16.318 , Vol+O2,0.0,0.0,20.51,37.0
41800.0,19:27:16.318 , Vol+O2,0.0,0.0,20.51,37.0
41837.0,19:27:16.321 , Vol+O2,0.0,0.0,20.51,37.0
41874.0,19:27:16.321 , Vol+O2,0.0,0.0,20.51,37.0
41911.0,19:27:16.327 , Vol+O2,0.0,0.0,20.48,37.0
41948.0,19:27:16.327 , Vol+O2,0.0,0.0,20.48,37.0
41985.0,19:27:16.329 , Vol+O2,0.0,0.0,20.48,37.0
42022.0,19:27:16.329 , Vol+O2,0.0,0.0,20.48,37.0
42059.0,19:27:16.332 , Vol+O2,0.0,0.0,20.48,37.0
42096.0,19:27:16.336 , Vol+O2,0.0,0.0,20.48,37.0
42133.0,19:27:16.336 , Vol+O2,0.0,0.0,20.48,37.0
42170.0,19:27:16.341 , Vol+O2,0.0,0.0,20.48,37.0
42207.0,19:27:16.341 , Vol+O2,0.0,0.0,20.45,37.0
42244.0,19:27:16.343 , Vol+O2,0.0,0.0,20.45,37.0
42281.0,19:27:16.343 , Vol+O2,0.0,0.0,20.45,37.0
42318.0,19:27:16.347 , Vol+O2,0.0,0.0,20.45,37.0
42354.0,19:27:16.347 , Vol+O2,0.0,0.0,20.45,36.0
42391.0,19:27:16.349 , Vol+O2,0.0,0.0,20.45,37.0
42428.0,19:27:16.349 , Vol+O2,0.0,0.0,20.45,37.0
42465.0,19:27:16.388 , Vol+O2,0.0,0.0,20.45,37.0
42502.0,19:27:16.388 , Vol+O2,0.0,0.0,20.42,37.0
42539.0,19:27:16.390 , Vol+O2,0.0,0.0,20.42,37.0
42576.0,19:27:16.390 , Vol+O2,0.0,0.0,20.42,37.0
42613.0,19:27:16.392 , Vol+O2,0.0,0.0,20.42,37.0
42650.0,19:27:16.392 , Vol+O2,0.0,0.0,20.45,37.0
42687.0,19:27:16.395 , Vol+O2,0.0,0.0,20.45,37.0
42724.0,19:27:16.395 , Vol+O2,0.0,0.0,20.45,37.0
42761.0,19:27:16.397 , Vol+O2,0.0,0.0,20.45,37.0
42798.0,19:27:16.397 , Vol+O2,0.0,0.0,20.45,37.0
42835.0,19:27:16.397 , Vol+O2,0.0,0.0,20.42,37.0
42872.0,19:27:16.399 , Vol+O2,0.0,0.0,20.42,37.0
42909.0,19:27:16.400 , Vol+O2,0.0,0.0,20.42,37.0
42946.0,19:27:16.400 , Vol+O2,0.0,0.0,20.42,37.0
42983.0,19:27:16.402 , Vol+O2,0.0,0.0,20.42,37.0
43020.0,19:27:16.402 , Vol+O2,0.0,0.0,20.42,37.0
43057.0,19:27:16.403 , Vol+O2,0.0,0.0,20.42,37.0
43094.0,19:27:16.397 , Vol+O2,0.0,0.0,20.42,37.0
43131.0,19:27:16.406 , Vol+O2,0.0,0.0,20.36,37.0
43168.0,19:27:16.406 , Vol+O2,0.0,0.0,20.36,37.0
43205.0,19:27:16.413 , Vol+O2,0.0,0.0,20.36,37.0
43242.0,19:27:16.413 , Vol+O2,0.0,0.0,20.36,37.0
43279.0,19:27:16.414 , Vol+O2,0.0,0.0,20.36,37.0
43316.0,19:27:16.414 , Vol+O2,0.0,0.0,20.36,37.0
43353.0,19:27:16.416 , Vol+O2,0.0,0.0,20.36,37.0
43390.0,19:27:16.416 , Vol+O2,0.0,0.0,20.36,37.0
43427.0,19:27:16.422 , Vol+O2,0.0,0.0,20.36,37.0
43464.0,19:27:16.422 , Vol+O2,0.0,0.0,20.36,37.0
43501.0,19:27:16.425 , Vol+O2,0.0,0.0,20.36,37.0
43539.0,19:27:16.425 , Vol+O2,0.0,0.0,20.36,38.0
43574.0,19:27:16.451 , Vol+O2,0.0,0.0,20.36,35.0
43611.0,19:27:16.463 , Vol+O2,0.0,0.0,20.36,37.0
43648.0,19:27:16.463 , Vol+O2,0.0,0.0,20.36,37.0
43685.0,19:27:16.465 , Vol+O2,0.0,0.0,20.36,37.0
43722.0,19:27:16.465 , Vol+O2,0.0,0.0,20.33,37.0
43759.0,19:27:16.468 , Vol+O2,0.0,0.0,20.33,37.0
43796.0,19:27:16.468 , Vol+O2,0.0,0.0,20.33,37.0
43833.0,19:27:16.469 , Vol+O2,0.0,0.0,20.33,37.0
43870.0,19:27:16.469 , Vol+O2,0.0,0.0,20.3,37.0
43907.0,19:27:16.471 , Vol+O2,0.0,0.0,20.3,37.0
43944.0,19:27:16.471 , Vol+O2,0.0,0.0,20.3,37.0
43981.0,19:27:16.474 , Vol+O2,0.0,0.0,20.3,37.0
44018.0,19:27:16.474 , Vol+O2,0.0,0.0,20.33,37.0
44055.0,19:27:16.477 , Vol+O2,0.0,0.0,20.33,37.0
44092.0,19:27:16.477 , Vol+O2,0.0,0.0,20.33,37.0
44129.0,19:27:16.503 , Vol+O2,0.0,0.0,20.33,37.0
44166.0,19:27:16.503 , Vol+O2,0.0,0.0,20.33,37.0
44203.0,19:27:16.506 , Vol+O2,0.0,0.0,20.33,37.0
44240.0,19:27:16.506 , Vol+O2,0.0,0.0,20.33,37.0
44277.0,19:27:16.508 , Vol+O2,0.0,0.0,20.33,37.0
44314.0,19:27:16.508 , Vol+O2,0.0,0.0,20.33,37.0
44351.0,19:27:16.508 , Vol+O2,0.0,0.0,20.27,37.0
44388.0,19:27:16.508 , Vol+O2,0.0,0.0,20.27,37.0
44425.0,19:27:16.508 , Vol+O2,0.0,0.0,20.27,37.0
44462.0,19:27:16.527 , Vol+O2,0.0,0.0,20.27,37.0
44499.0,19:27:16.527 , Vol+O2,0.0,0.0,20.24,37.0
44536.0,19:27:16.554 , Vol+O2,0.0,0.0,20.24,37.0
44573.0,19:27:16.554 , Vol+O2,0.0,0.0,20.24,37.0
44645.0,19:27:21.534 , Vol+O2,0.0,0.0,20.24,72.0
44682.0,19:27:21.535 , Vol+O2,0.0,0.0,20.24,37.0
44719.0,19:27:21.535 , Vol+O2,0.0,0.0,20.24,37.0
44756.0,19:27:21.539 , Vol+O2,0.0,0.0,20.24,37.0
44793.0,19:27:21.564 , Vol+O2,0.0,0.0,20.21,37.0
44830.0,19:27:21.564 , Vol+O2,0.0,0.0,20.21,37.0
44867.0,19:27:21.567 , Vol+O2,0.0,0.0,20.21,37.0
44904.0,19:27:21.567 , Vol+O2,0.0,0.0,20.21,37.0
44940.0,19:27:21.568 , Vol+O2,0.0,0.0,20.24,36.0
44977.0,19:27:21.568 , Vol+O2,0.0,0.0,20.24,37.0
45018.0,19:27:21.569 , Vol+O2,0.0,0.0,20.24,41.0
45053.0,19:27:21.569 , Vol+O2,0.0,0.0,20.24,35.0
45090.0,19:27:21.571 , Vol+O2,0.0,0.0,20.21,37.0
45127.0,19:27:21.571 , Vol+O2,0.0,0.0,20.21,37.0
45166.0,19:27:21.572 , Vol+O2,0.0,0.0,20.21,39.0
45201.0,19:27:21.572 , Vol+O2,0.0,0.0,20.21,35.0
45239.0,19:27:21.579 , Vol+O2,0.0,0.0,20.21,38.0
45277.0,19:27:21.579 , Vol+O2,0.0,0.0,20.21,38.0
45314.0,19:27:21.602 , Vol+O2,0.0,0.0,20.21,37.0
45353.0,19:27:21.602 , Vol+O2,0.0,0.0,20.21,39.0
45390.0,19:27:21.615 , Vol+O2,0.0,0.0,20.18,37.0
45425.0,19:27:21.616 , Vol+O2,0.0,0.0,20.18,35.0
45462.0,19:27:21.616 , Vol+O2,0.0,0.0,20.18,37.0
45499.0,19:27:21.618 , Vol+O2,0.0,0.0,20.18,37.0
45536.0,19:27:21.618 , Vol+O2,0.0,0.0,20.18,37.0
45573.0,19:27:21.620 , Vol+O2,0.0,0.0,20.18,37.0
45610.0,19:27:21.620 , Vol+O2,0.0,0.0,20.18,37.0
45647.0,19:27:21.621 , Vol+O2,0.0,0.0,20.18,37.0
45684.0,19:27:21.621 , Vol+O2,0.0,0.0,20.18,37.0
45721.0,19:27:21.625 , Vol+O2,0.0,0.0,20.18,37.0
45758.0,19:27:21.625 , Vol+O2,0.0,0.0,20.18,37.0
45795.0,19:27:21.626 , Vol+O2,0.0,0.0,20.18,37.0
45832.0,19:27:21.626 , Vol+O2,0.0,0.0,20.18,37.0
45869.0,19:27:21.630 , Vol+O2,0.0,0.0,20.15,37.0
45906.0,19:27:21.630 , Vol+O2,0.0,0.0,20.15,37.0
45943.0,19:27:21.635 , Vol+O2,0.0,0.0,20.15,37.0
45980.0,19:27:21.635 , Vol+O2,0.0,0.0,20.15,37.0
46017.0,19:27:21.636 , Vol+O2,0.0,0.0,20.15,37.0
46054.0,19:27:21.636 , Vol+O2,0.0,0.0,20.15,37.0
46091.0,19:27:21.680 , Vol+O2,0.0,0.0,20.15,37.0
46128.0,19:27:21.680 , Vol+O2,0.0,0.0,20.15,37.0
46165.0,19:27:21.680 , Vol+O2,0.0,0.0,20.12,37.0
46202.0,19:27:21.682 , Vol+O2,0.0,0.0,20.12,37.0
46239.0,19:27:21.682 , Vol+O2,0.0,0.0,20.12,37.0
46277.0,19:27:21.683 , Vol+O2,0.0,0.0,20.12,38.0
46312.0,19:27:21.689 , Vol+O2,0.0,0.0,20.12,35.0
46349.0,19:27:21.689 , Vol+O2,0.0,0.0,20.12,37.0
46386.0,19:27:21.689 , Vol+O2,0.0,0.0,20.12,37.0
46423.0,19:27:21.689 , Vol+O2,0.0,0.0,20.12,37.0
46460.0,19:27:21.691 , Vol+O2,0.0,0.0,20.09,37.0
46497.0,19:27:21.691 , Vol+O2,0.0,0.0,20.09,37.0
46534.0,19:27:21.696 , Vol+O2,0.0,0.0,20.09,37.0
46571.0,19:27:21.696 , Vol+O2,0.0,0.0,20.09,37.0
46608.0,19:27:21.700 , Vol+O2,0.52,0.0,20.09,37.0
46645.0,19:27:21.700 , Vol+O2,1.17,0.0,20.09,37.0
46682.0,19:27:21.701 , Vol+O2,2.3,0.0,20.09,37.0
46719.0,19:27:21.701 , Vol+O2,4.5,0.0,20.09,37.0
46756.0,19:27:21.707 , Vol+O2,4.94,0.0,20.06,37.0
46793.0,19:27:21.707 , Vol+O2,5.73,0.0,20.06,37.0
46830.0,19:27:21.708 , Vol+O2,5.78,0.0,20.06,37.0
46866.0,19:27:21.708 , Vol+O2,5.55,0.0,20.06,36.0
46903.0,19:27:21.710 , Vol+O2,5.85,0.0,20.06,37.0
46940.0,19:27:21.737 , Vol+O2,5.78,0.0,20.06,37.0
46977.0,19:27:21.737 , Vol+O2,5.94,0.0,20.06,37.0
47014.0,19:27:21.767 , Vol+O2,5.78,0.0,20.06,37.0
47051.0,19:27:21.767 , Vol+O2,6.17,0.0,20.06,37.0
47088.0,19:27:21.768 , Vol+O2,5.78,0.0,20.06,37.0
47125.0,19:27:21.768 , Vol+O2,5.64,0.0,20.06,37.0
47162.0,19:27:21.769 , Vol+O2,5.42,0.0,20.06,37.0
47199.0,19:27:21.769 , Vol+O2,5.82,0.0,20.06,37.0
47236.0,19:27:21.769 , Vol+O2,5.29,0.0,20.06,37.0
47273.0,19:27:21.772 , Vol+O2,5.12,0.0,20.06,37.0
47310.0,19:27:21.772 , Vol+O2,4.94,0.0,20.06,37.0
47347.0,19:27:21.775 , Vol+O2,5.07,0.0,20.06,37.0
47384.0,19:27:21.779 , Vol+O2,4.9,0.0,20.03,37.0
47421.0,19:27:21.779 , Vol+O2,4.85,0.0,20.03,37.0
47458.0,19:27:21.782 , Vol+O2,4.94,0.0,20.03,37.0
47495.0,19:27:21.782 , Vol+O2,4.81,0.0,20.03,37.0
47532.0,19:27:21.785 , Vol+O2,5.25,0.0,20.03,37.0
47569.0,19:27:21.785 , Vol+O2,4.81,0.0,20.03,37.0
47606.0,19:27:21.789 , Vol+O2,5.25,0.0,20.03,37.0
47643.0,19:27:21.789 , Vol+O2,5.2,0.0,20.03,37.0
47679.0,19:27:21.791 , Vol+O2,5.6,0.0,20.0,36.0
47716.0,19:27:21.791 , Vol+O2,5.46,0.0,20.0,37.0
47753.0,19:27:21.844 , Vol+O2,5.64,0.0,20.0,37.0
47790.0,19:27:21.844 , Vol+O2,5.64,0.0,20.0,37.0
47827.0,19:27:21.845 , Vol+O2,5.82,0.0,20.03,37.0
47864.0,19:27:21.844 , Vol+O2,5.94,0.0,20.03,37.0
47901.0,19:27:21.848 , Vol+O2,6.29,0.0,20.03,37.0
47938.0,19:27:21.848 , Vol+O2,6.29,0.0,20.03,37.0
47975.0,19:27:21.848 , Vol+O2,6.49,0.0,20.03,37.0
48012.0,19:27:21.850 , Vol+O2,6.24,0.0,20.03,37.0
48049.0,19:27:21.850 , Vol+O2,6.07,0.0,20.03,37.0
48085.0,19:27:21.866 , Vol+O2,6.07,0.0,20.03,36.0
48122.0,19:27:21.866 , Vol+O2,5.9,0.0,20.03,37.0
48159.0,19:27:21.868 , Vol+O2,5.55,0.0,20.0,37.0
48196.0,19:27:21.868 , Vol+O2,5.2,0.0,20.0,37.0
48233.0,19:27:21.890 , Vol+O2,5.37,0.0,20.0,37.0
48270.0,19:27:21.890 , Vol+O2,4.9,0.0,20.0,37.0
48307.0,19:27:21.929 , Vol+O2,4.85,0.0,20.0,37.0
48344.0,19:27:21.935 , Vol+O2,4.42,0.0,20.0,37.0
48381.0,19:27:21.935 , Vol+O2,4.42,0.0,20.0,37.0
48418.0,19:27:21.937 , Vol+O2,4.25,0.0,20.0,37.0
48455.0,19:27:21.937 , Vol+O2,4.46,0.0,20.0,37.0
48492.0,19:27:21.944 , Vol+O2,4.81,0.0,20.0,37.0
48529.0,19:27:21.944 , Vol+O2,4.33,0.0,20.0,37.0
48566.0,19:27:21.946 , Vol+O2,3.99,0.0,20.0,37.0
48603.0,19:27:21.946 , Vol+O2,3.51,0.0,20.0,37.0
48640.0,19:27:21.948 , Vol+O2,3.08,0.0,20.0,37.0
48677.0,19:27:21.948 , Vol+O2,3.2,0.0,20.0,37.0
48714.0,19:27:21.951 , Vol+O2,3.03,0.0,20.0,37.0
48751.0,19:27:21.956 , Vol+O2,3.25,0.0,19.97,37.0
48788.0,19:27:21.956 , Vol+O2,2.6,0.0,19.97,37.0
48825.0,19:27:21.958 , Vol+O2,2.39,0.0,19.97,37.0
48862.0,19:27:21.958 , Vol+O2,1.43,0.0,19.97,37.0
48898.0,19:27:21.992 , Vol+O2,1.0,0.0,19.97,36.0
48935.0,19:27:21.992 , Vol+O2,0.52,0.0,19.97,37.0
48972.0,19:27:21.992 , Vol+O2,0.0,0.0,19.97,37.0
49009.0,19:27:21.992 , Vol+O2,0.3,0.0,19.97,37.0
49046.0,19:27:21.995 , Vol+O2,0.22,0.0,19.97,37.0
49083.0,19:27:21.995 , Vol+O2,0.0,0.0,19.97,37.0
49120.0,19:27:21.995 , Vol+O2,0.43,0.0,19.97,37.0
49157.0,19:27:21.996 , Vol+O2,0.43,0.0,19.97,37.0
49194.0,19:27:21.996 , Vol+O2,0.43,0.0,20.0,37.0
49231.0,19:27:21.997 , Vol+O2,0.38,0.0,20.0,37.0
49268.0,19:27:21.997 , Vol+O2,0.0,0.0,20.0,37.0
49304.0,19:27:22.000 , Vol+O2,0.0,0.0,20.0,36.0
49341.0,19:27:22.000 , Vol+O2,0.0,0.0,20.0,37.0
49378.0,19:27:22.003 , Vol+O2,0.0,0.0,19.97,37.0
49415.0,19:27:22.003 , Vol+O2,0.0,0.0,19.97,37.0
49452.0,19:27:22.006 , Vol+O2,0.56,0.0,19.97,37.0
49489.0,19:27:22.006 , Vol+O2,0.0,0.24,19.97,37.0
49526.0,19:27:22.011 , Vol+O2,0.0,0.0,19.97,37.0
49563.0,19:27:22.011 , Vol+O2,0.0,0.0,19.97,37.0
49600.0,19:27:22.011 , Vol+O2,0.0,0.0,19.97,37.0
49637.0,19:27:22.013 , Vol+O2,0.0,0.0,19.97,37.0
49674.0,19:27:22.016 , Vol+O2,0.0,0.33,19.94,37.0
49711.0,19:27:22.016 , Vol+O2,0.0,0.66,19.94,37.0
49748.0,19:27:22.018 , Vol+O2,0.0,1.17,19.94,37.0
49785.0,19:27:22.018 , Vol+O2,0.0,2.3,19.94,37.0
49822.0,19:27:22.023 , Vol+O2,0.0,4.38,19.94,37.0
49859.0,19:27:22.023 , Vol+O2,0.0,4.56,19.94,37.0
49896.0,19:27:22.025 , Vol+O2,0.0,4.47,19.94,37.0
49933.0,19:27:22.025 , Vol+O2,0.0,4.65,19.94,37.0
49968.0,19:27:22.030 , Vol+O2,0.0,6.53,19.94,35.0
50005.0,19:27:22.030 , Vol+O2,0.0,5.77,19.94,37.0
50042.0,19:27:22.036 , Vol+O2,0.0,6.28,19.94,37.0
50079.0,19:27:22.036 , Vol+O2,0.0,6.53,19.94,37.0
50116.0,19:27:22.038 , Vol+O2,0.0,6.13,19.94,37.0
50153.0,19:27:22.038 , Vol+O2,0.0,6.42,19.94,37.0
50190.0,19:27:22.039 , Vol+O2,0.0,6.37,19.94,37.0
50227.0,19:27:22.039 , Vol+O2,0.0,6.96,19.94,37.0
50264.0,19:27:22.046 , Vol+O2,0.0,6.18,19.9,37.0
50301.0,19:27:22.046 , Vol+O2,0.0,6.28,19.9,37.0
50338.0,19:27:22.046 , Vol+O2,0.0,5.62,19.9,37.0
50375.0,19:27:22.046 , Vol+O2,0.0,5.91,19.9,37.0
50412.0,19:27:22.050 , Vol+O2,0.0,5.57,19.94,37.0
50487.0,19:27:27.465 , Vol+O2,0.0,5.91,19.94,75.0
50524.0,19:27:27.467 , Vol+O2,0.0,6.32,19.94,37.0
50563.0,19:27:27.467 , Vol+O2,0.0,6.28,19.94,39.0
50600.0,19:27:27.467 , Vol+O2,0.0,7.9,19.91,37.0
50640.0,19:27:27.472 , Vol+O2,0.0,6.18,19.91,40.0
50677.0,19:27:27.473 , Vol+O2,0.0,8.25,19.91,37.0
50717.0,19:27:27.473 , Vol+O2,0.0,6.69,19.91,40.0
50753.0,19:27:27.473 , Vol+O2,0.0,7.79,19.85,36.0
50794.0,19:27:27.475 , Vol+O2,0.0,7.02,19.85,41.0
50830.0,19:27:27.475 , Vol+O2,0.0,7.46,19.85,36.0
50870.0,19:27:27.507 , Vol+O2,0.0,6.9,19.85,40.0
50906.0,19:27:27.507 , Vol+O2,0.0,6.74,19.72,36.0
50945.0,19:27:27.508 , Vol+O2,0.0,7.4,19.72,39.0
50981.0,19:27:27.508 , Vol+O2,0.0,5.77,19.72,36.0
51018.0,19:27:27.511 , Vol+O2,0.0,6.08,19.72,37.0
51055.0,19:27:27.511 , Vol+O2,0.0,6.63,19.61,37.0
51092.0,19:27:27.514 , Vol+O2,0.0,6.0,19.61,37.0
51129.0,19:27:27.514 , Vol+O2,0.0,5.91,19.61,37.0
51166.0,19:27:27.553 , Vol+O2,0.0,5.77,19.61,37.0
51203.0,19:27:27.553 , Vol+O2,0.0,6.18,19.46,37.0
51240.0,19:27:27.553 , Vol+O2,0.0,6.0,19.46,37.0
51277.0,19:27:27.555 , Vol+O2,0.0,5.17,19.46,37.0
51314.0,19:27:27.555 , Vol+O2,0.0,5.49,19.46,37.0
51351.0,19:27:27.557 , Vol+O2,0.0,5.12,19.34,37.0
51388.0,19:27:27.557 , Vol+O2,0.0,4.65,19.34,37.0
51425.0,19:27:27.560 , Vol+O2,0.0,4.6,19.34,37.0
51462.0,19:27:27.560 , Vol+O2,0.0,3.64,19.34,37.0
51499.0,19:27:27.560 , Vol+O2,0.0,3.87,19.22,37.0
51536.0,19:27:27.562 , Vol+O2,0.0,3.5,19.22,37.0
51573.0,19:27:27.562 , Vol+O2,0.0,3.18,19.22,37.0
51611.0,19:27:27.563 , Vol+O2,0.0,2.67,19.22,38.0
51646.0,19:27:27.563 , Vol+O2,0.0,2.81,19.11,35.0
51683.0,19:27:27.563 , Vol+O2,0.0,3.0,19.11,37.0
51720.0,19:27:27.565 , Vol+O2,0.0,2.27,19.11,37.0
51757.0,19:27:27.572 , Vol+O2,0.0,1.99,19.11,37.0
51794.0,19:27:27.572 , Vol+O2,0.0,1.76,18.95,37.0
51831.0,19:27:27.597 , Vol+O2,0.0,1.25,18.95,37.0
51868.0,19:27:27.597 , Vol+O2,0.0,0.79,18.95,37.0
51905.0,19:27:27.647 , Vol+O2,0.0,0.2,18.95,37.0
51942.0,19:27:27.661 , Vol+O2,0.0,0.0,18.83,37.0
51979.0,19:27:27.661 , Vol+O2,0.0,0.0,18.83,37.0
52016.0,19:27:27.662 , Vol+O2,0.0,0.0,18.83,37.0
52053.0,19:27:27.662 , Vol+O2,0.43,0.0,18.83,37.0
52090.0,19:27:27.665 , Vol+O2,0.78,0.0,18.74,37.0
52127.0,19:27:27.665 , Vol+O2,1.34,0.0,18.74,37.0
52164.0,19:27:27.667 , Vol+O2,1.82,0.0,18.74,37.0
52200.0,19:27:27.667 , Vol+O2,2.25,0.0,18.74,36.0
52237.0,19:27:27.669 , Vol+O2,2.9,0.0,18.74,37.0
52274.0,19:27:27.669 , Vol+O2,3.29,0.0,18.59,37.0
52311.0,19:27:27.671 , Vol+O2,3.42,0.0,18.59,37.0
52348.0,19:27:27.671 , Vol+O2,3.95,0.0,18.59,37.0
52385.0,19:27:27.672 , Vol+O2,4.12,0.0,18.59,37.0
52422.0,19:27:27.672 , Vol+O2,3.55,0.0,18.44,37.0
52459.0,19:27:27.674 , Vol+O2,3.95,0.0,18.44,37.0
52496.0,19:27:27.674 , Vol+O2,3.55,0.0,18.44,37.0
52533.0,19:27:27.676 , Vol+O2,3.51,0.0,18.44,37.0
52570.0,19:27:27.676 , Vol+O2,3.64,0.0,18.29,37.0
52607.0,19:27:27.681 , Vol+O2,3.42,0.0,18.29,37.0
52644.0,19:27:27.681 , Vol+O2,3.2,0.0,18.29,37.0
52681.0,19:27:27.706 , Vol+O2,3.25,0.0,18.29,37.0
52718.0,19:27:27.706 , Vol+O2,3.29,0.0,18.17,37.0
52755.0,19:27:27.734 , Vol+O2,3.47,0.0,18.17,37.0
52792.0,19:27:27.735 , Vol+O2,3.29,0.0,18.17,37.0
52829.0,19:27:27.735 , Vol+O2,3.51,0.0,18.17,37.0
52866.0,19:27:27.737 , Vol+O2,3.2,0.0,18.05,37.0
52903.0,19:27:27.737 , Vol+O2,3.08,0.0,18.05,37.0
52940.0,19:27:27.739 , Vol+O2,3.25,0.0,18.05,37.0
52977.0,19:27:27.739 , Vol+O2,2.9,0.0,18.05,37.0
53013.0,19:27:27.742 , Vol+O2,3.12,0.0,17.93,36.0
53050.0,19:27:27.742 , Vol+O2,3.29,0.0,17.93,37.0
53087.0,19:27:27.743 , Vol+O2,3.47,0.0,17.93,37.0
53124.0,19:27:27.743 , Vol+O2,3.25,0.0,17.93,37.0
53161.0,19:27:27.745 , Vol+O2,2.99,0.0,17.84,37.0
53198.0,19:27:27.745 , Vol+O2,3.03,0.0,17.84,37.0
53235.0,19:27:27.752 , Vol+O2,3.29,0.0,17.84,37.0
53272.0,19:27:27.752 , Vol+O2,3.35,0.0,17.84,37.0
53309.0,19:27:27.752 , Vol+O2,3.2,0.0,17.75,37.0
53346.0,19:27:27.752 , Vol+O2,2.86,0.0,17.75,37.0
53383.0,19:27:27.752 , Vol+O2,2.72,0.0,17.75,37.0
53420.0,19:27:27.755 , Vol+O2,2.78,0.0,17.75,37.0
53457.0,19:27:27.755 , Vol+O2,2.6,0.0,17.75,37.0
53494.0,19:27:27.782 , Vol+O2,2.3,0.0,17.63,37.0
53531.0,19:27:27.786 , Vol+O2,2.72,0.0,17.63,37.0
53568.0,19:27:27.786 , Vol+O2,2.34,0.0,17.63,37.0
53605.0,19:27:27.788 , Vol+O2,1.64,0.0,17.63,37.0
53642.0,19:27:27.788 , Vol+O2,2.08,0.0,17.54,37.0
53679.0,19:27:27.788 , Vol+O2,1.77,0.0,17.54,37.0
53716.0,19:27:27.788 , Vol+O2,1.77,0.0,17.54,37.0
53753.0,19:27:27.791 , Vol+O2,1.6,0.0,17.54,37.0
53790.0,19:27:27.791 , Vol+O2,1.47,0.0,17.42,37.0
53827.0,19:27:27.793 , Vol+O2,1.3,0.0,17.42,37.0
53864.0,19:27:27.793 , Vol+O2,1.34,0.0,17.42,37.0
53901.0,19:27:27.799 , Vol+O2,1.38,0.0,17.42,37.0
53938.0,19:27:27.799 , Vol+O2,1.17,0.0,17.36,37.0
53975.0,19:27:27.823 , Vol+O2,1.17,0.0,17.36,37.0
54012.0,19:27:27.826 , Vol+O2,1.25,0.0,17.36,37.0
54049.0,19:27:27.826 , Vol+O2,1.21,0.0,17.36,37.0
54086.0,19:27:27.827 , Vol+O2,0.82,0.0,17.27,37.0
54123.0,19:27:27.827 , Vol+O2,0.56,0.0,17.27,37.0
54160.0,19:27:27.829 , Vol+O2,0.52,0.0,17.27,37.0
54198.0,19:27:27.829 , Vol+O2,0.34,0.0,17.27,38.0
54233.0,19:27:27.854 , Vol+O2,0.26,0.0,17.22,35.0
54270.0,19:27:27.854 , Vol+O2,0.0,0.0,17.22,37.0
54307.0,19:27:27.866 , Vol+O2,0.0,0.0,17.22,37.0
54344.0,19:27:27.866 , Vol+O2,0.0,0.0,17.22,37.0
54381.0,19:27:27.873 , Vol+O2,0.0,0.37,17.12,37.0
54418.0,19:27:27.873 , Vol+O2,0.0,0.8,17.12,37.0
54455.0,19:27:27.887 , Vol+O2,0.0,2.45,17.12,37.0
54492.0,19:27:27.887 , Vol+O2,0.0,4.56,17.12,37.0
54529.0,19:27:27.974 , Vol+O2,0.0,4.56,17.06,37.0
54566.0,19:27:27.974 , Vol+O2,0.0,5.04,17.06,37.0
54603.0,19:27:27.976 , Vol+O2,0.0,4.85,17.06,37.0
54640.0,19:27:27.976 , Vol+O2,0.0,4.44,17.06,37.0
54677.0,19:27:27.977 , Vol+O2,0.0,4.1,17.0,37.0
54714.0,19:27:27.977 , Vol+O2,0.0,4.25,17.0,37.0
54751.0,19:27:27.978 , Vol+O2,0.0,4.01,17.0,37.0
54787.0,19:27:27.978 , Vol+O2,0.0,3.87,17.0,36.0
54824.0,19:27:27.980 , Vol+O2,0.0,4.2,17.0,37.0
54861.0,19:27:27.980 , Vol+O2,0.0,3.47,16.97,37.0
54898.0,19:27:27.981 , Vol+O2,0.0,3.65,16.97,37.0
54935.0,19:27:27.981 , Vol+O2,0.0,3.32,16.97,37.0
54972.0,19:27:27.983 , Vol+O2,0.0,3.42,16.97,37.0
55009.0,19:27:27.984 , Vol+O2,0.0,3.5,16.97,37.0
55046.0,19:27:27.984 , Vol+O2,0.0,3.13,16.97,37.0
55083.0,19:27:27.986 , Vol+O2,0.0,3.09,16.97,37.0
55120.0,19:27:27.986 , Vol+O2,0.0,3.51,16.97,37.0
55157.0,19:27:28.014 , Vol+O2,0.0,3.05,17.03,37.0
55194.0,19:27:28.014 , Vol+O2,0.0,2.72,17.03,37.0
55231.0,19:27:28.028 , Vol+O2,0.0,2.96,17.03,37.0
55268.0,19:27:28.030 , Vol+O2,0.0,2.72,17.03,37.0
