millis,ts,type,dpIn,dpOut,o2,dpSum,millis_diff,oneDp,o2ini,BreathMarker,volIn,volOut,o2InStpd,o2OutStpd,co2Stpd
1114628.0,14:29:07.383 , Vol+O2,0.0,0.0,15.45188215892054,-657.42,37.0,0.0,15.77,True,9887.346611869254,11081.19386114119,1577.8420686221666,1462.6837924174038,697.9067502970793
1126632.0,14:29:18.306 , Vol+O2,0.0,2.62,15.41903366058906,-769.4399999999999,37.0,-2.62,15.56,True,9657.752191501982,10559.926982171164,1541.2029429398995,1415.177239716276,467.8179075279486
1137206.0,14:29:29.216 , Vol+O2,0.0,7.42,15.621671317326411,-969.41,37.0,-7.42,15.71,True,9634.817973798079,10507.441418844255,1537.5430557199331,1418.816080065342,436.0914680190899
1147710.0,14:29:40.175 , Vol+O2,0.0,3.26,15.69573273657289,-881.75,37.0,-3.26,15.77,True,9902.308586434307,10570.04698412183,1580.229729723279,1437.909652762193,271.08875415906095
1157557.0,14:29:51.432 , Vol+O2,0.0,0.0,15.868912654120702,-834.25,37.0,0.0,15.92,True,9746.663186292208,10609.453972978981,1555.3915330086095,1441.1175680700833,418.1225454648611
1167841.0,14:30:02.377 , Vol+O2,0.0,1.88,15.653516223231668,-908.7,37.0,-1.88,15.56,True,9594.455759096923,10446.02611846286,1531.1019747263938,1422.11835272854,410.02861425848096
1177530.0,14:30:08.437 , Vol+O2,0.0,3.77,15.93395652173913,-846.85,37.0,-3.77,16.1,True,10042.845052804845,10878.529829765404,1602.6568132998532,1485.8196395638518,383.9737273235478
1188365.0,14:30:19.462 , Vol+O2,0.0,1.38,15.70445761782974,-801.4699999999999,37.0,-1.38,15.78,True,9365.27553377013,10017.48927503718,1494.5289470970383,1355.1449263258228,278.995088496521
1197874.0,14:30:31.170 , Vol+O2,0.0,7.04,15.749847826086958,-764.42,37.0,-7.04,15.89,True,9274.522457162238,10076.21996979581,1480.046394016829,1374.0847472347164,378.46339359187823
1206903.0,14:30:41.837 , Vol+O2,0.0,6.49,15.883478260869566,-923.62,37.0,-6.49,15.95,True,9680.839323002745,10267.353060988127,1544.8872324419988,1411.6928842335265,201.96602342546885
1215695.0,14:30:47.470 , Vol+O2,0.0,0.56,16.01417391304348,-948.2800000000001,37.0,-0.56,16.1,True,9262.098021598049,9743.051073970408,1478.063678341773,1347.3043870297615,127.4620260754582
1224322.0,14:30:58.216 , Vol+O2,0.0,1.29,16.050826086956523,-907.8299999999999,37.0,-1.29,16.13,True,9521.321515743097,10031.134549831648,1519.4310694420587,1386.71201029779,142.59781483389088
1233014.0,14:31:03.904 , Vol+O2,0.0,1.07,16.051673913043476,-962.0699999999999,37.0,-1.07,16.04,True,9754.964708183632,10275.19922836323,1556.7163060734233,1422.5791051055526,142.45863252127128
1241750.0,14:31:14.595 , Vol+O2,0.0,1.43,16.082978260869567,-943.8000000000001,37.0,-1.43,16.07,True,9777.697973060296,10263.590883340032,1560.3441248490358,1426.5266271488274,111.52435921968754
1250143.0,14:31:25.363 , Vol+O2,0.0,0.0,16.1821547314578,-952.4499999999999,37.0,0.0,16.22,True,9808.930156767945,10247.24614431747,1565.3282176783202,1436.8946730888092,63.73876940487844
1258076.0,14:31:31.002 , Vol+O2,0.0,11.65,16.35750852514919,-943.5600000000001,37.0,-11.65,16.46,True,9805.680765629857,10426.200962996825,1564.8096734989406,1478.594768231075,178.65716357452038
1265068.0,14:31:36.490 , Vol+O2,0.0,15.88,16.53712608695652,-1082.4799999999998,37.0,-15.88,16.61,True,9645.912583924384,10110.941572639491,1539.313555256303,1445.5635931566837,59.42324555086907
1272471.0,14:31:47.163 , Vol+O2,0.0,18.23,16.614695652173914,-996.14,37.0,-18.23,16.58,True,9521.709365964305,9584.144800222492,1519.4929633372935,1376.5661633204727,-232.68069504320192
1279130.0,14:31:52.716 , Vol+O2,0.0,8.05,16.741083193979932,-1040.03,37.0,-8.05,16.73,True,9159.260510149707,9415.727092318044,1461.6526675655532,1365.3481806566394,-95.77675549432115
1284938.0,14:31:58.677 , Vol+O2,0.0,5.46,16.887239130434782,-930.6599999999999,37.0,-5.46,17.06,True,8303.065368003869,8467.951173868418,1325.0193758181088,1235.4248794011316,-142.78236969614863
1290746.0,14:32:04.173 , Vol+O2,0.0,47.42,16.988583193979935,-1157.9,37.0,-47.42,16.85,True,8472.66258276181,8806.409987980851,1352.0840303377533,1297.7082525761884,-40.15520167890918
1295824.0,14:32:09.506 , Vol+O2,0.0,51.32,17.19891304347826,-902.3699999999999,37.0,-51.32,17.27,True,8575.699750870515,8818.59746408879,1368.526902713488,1310.5567602066994,-119.48529482204322
1301702.0,14:32:15.050 , Vol+O2,0.0,14.41,17.25265217391304,-901.75,37.0,-14.41,17.24,True,8912.888536222254,9192.581041988611,1422.3361471428186,1364.7968380879686,-103.41934963303811
1308584.0,14:32:20.636 , Vol+O2,0.0,9.4,17.203911067193676,-864.9799999999999,37.0,-9.4,17.27,True,8995.854176009074,9271.334454867023,1435.5759658570362,1366.8144459663733,-99.5679940042819
1316089.0,14:32:31.195 , Vol+O2,0.0,7.04,17.03567149758454,-864.1500000000001,37.0,-7.04,17.03,True,8952.891004070269,9325.452267622672,1428.719819031445,1365.8335504980985,-19.858963883672004
1324081.0,14:32:36.865 , Vol+O2,0.0,5.6,17.002840579710146,-843.77,37.0,-5.6,17.09,True,8761.106990501303,9298.70515362894,1398.1145518574338,1364.4575419371201,101.75953614522132
1332217.0,14:32:42.566 , Vol+O2,0.0,7.83,17.04813545150502,-809.0400000000001,37.0,-7.83,17.06,True,8554.70949077907,9144.594258193241,1365.1772360431742,1346.6963523227632,140.9424707830649
1340026.0,14:32:53.338 , Vol+O2,0.0,9.75,17.12978260869565,-708.84,37.0,-9.75,17.18,True,8773.294594534482,9222.503067760306,1400.0594734945653,1359.357092576169,32.09709876349734
1348973.0,14:33:04.367 , Vol+O2,0.0,3.22,17.04578260869565,-724.3099999999998,37.0,-3.22,17.02,True,7983.424703565447,8850.16274150034,1274.0104947713112,1300.0936587623025,360.6836667787684
1357331.0,14:33:10.060 , Vol+O2,0.0,5.43,17.09769565217391,-831.25,37.0,-5.43,17.21,True,8800.69224599145,9608.289065883815,1404.4316441837523,1419.4186706156843,283.9661165995667
1366553.0,14:33:20.755 , Vol+O2,0.0,0.0,17.152130434782606,-831.8399999999999,37.0,0.0,17.24,True,8708.038304330114,9356.923451600298,1389.6457473485575,1380.90775091004,175.12068528812506
1375614.0,14:33:26.457 , Vol+O2,0.0,1.66,17.111343873517786,-821.3700000000001,37.0,-1.66,17.21,True,8517.6712787168,9252.719915670054,1359.2666058779253,1358.7998153920985,249.67455658255403
1385898.0,14:33:37.386 , Vol+O2,0.0,0.0,17.017586956521736,-693.5900000000001,37.0,0.0,17.03,True,8286.57616120791,8841.055376033397,1322.3879960170157,1301.100348335252,125.3352388650892
1395305.0,14:33:48.093 , Vol+O2,0.0,2.62,17.097832015810276,-625.1600000000001,37.0,-2.62,17.21,True,8154.344677229538,8939.848635293349,1301.2862377387169,1310.136300507647,300.215969593949
1407727.0,14:33:59.664 , Vol+O2,0.0,0.98,16.880967878001297,-585.21,37.0,-0.98,16.7,True,7691.686659016538,8223.272637768792,1227.4543682616732,1206.313014922361,132.2915988411687
1417285.0,14:34:10.821 , Vol+O2,0.0,2.66,17.234640316205535,-670.6200000000001,37.0,-2.66,17.3,True,7065.036031726272,7619.612710881017,1127.4522381775412,1141.3861588532318,145.28576159435488
1426491.0,14:34:21.587 , Vol+O2,0.0,2.75,17.448239130434782,-541.8,40.0,-2.75,17.48,True,7329.325649603886,7845.87400091406,1169.628091190196,1180.6701448711235,103.4929847420126
1436296.0,14:34:27.402 , Vol+O2,0.0,0.61,17.451688787185354,-344.43,37.0,-0.61,17.54,True,7476.0926905791475,8294.571550284232,1193.049462021879,1233.3830961215176,327.7314862309231
1448735.0,14:34:43.403 , Vol+O2,0.0,0.0,17.108132505175984,-408.59000000000003,37.0,0.0,17.21,True,7677.715418756833,8268.05234473709,1225.224810474538,1219.3353178198522,168.29069839879685
1460826.0,14:34:54.356 , Vol+O2,0.0,0.0,17.223173913043478,-341.72999999999996,37.0,0.0,17.27,True,5537.338617343574,6167.891192977895,883.6593033122153,920.5957425443492,256.6404403755141
