11:15:09.742 , mppoctht, 558312.00, 0.36, 0.62, 20.59, -0.06, 21.03, 37.30, 21.71
11:15:09.742 , mppoctht, 558348.00, -0.31, -0.08, 20.59, -0.06, 21.03, 37.30, 21.71
11:15:09.746 , mppoctht, 558384.00, -0.31, -0.08, 20.59, -0.06, 21.03, 37.30, 21.72
11:15:09.747 , mppoctht, 558420.00, -0.31, -0.25, 20.59, -0.06, 21.03, 37.30, 21.72
11:15:09.750 , mppoctht, 558457.00, -0.31, -0.08, 20.59, -0.06, 21.03, 37.30, 21.72
11:15:09.777 , mppoctht, 558493.00, -0.31, -0.25, 20.59, -0.06, 21.03, 37.30, 21.72
11:15:09.779 , mppoctht, 558529.00, -0.31, -0.25, 20.57, 0.17, 21.01, 37.26, 21.72
11:15:09.780 , mppoctht, 558565.00, -0.31, -0.08, 20.57, 0.17, 21.01, 37.26, 21.72
11:15:09.780 , mppoctht, 558601.00, -0.31, -0.08, 20.57, 0.17, 21.01, 37.26, 21.72
11:15:09.782 , mppoctht, 558637.00, -0.31, -0.25, 20.57, 0.17, 21.01, 37.26, 21.72
11:15:09.784 , mppoctht, 558673.00, -0.31, -0.08, 20.57, 0.07, 21.02, 37.31, 21.72
11:15:09.789 , mppoctht, 558709.00, -0.31, -0.25, 20.57, 0.07, 21.02, 37.31, 21.72
11:15:09.813 , mppoctht, 558745.00, -0.31, -0.08, 20.57, 0.07, 21.02, 37.31, 21.72
11:15:09.815 , mppoctht, 558781.00, -0.31, -0.08, 20.57, 0.07, 21.02, 37.31, 21.72
11:15:09.816 , mppoctht, 558817.00, -0.31, -0.08, 20.57, -0.03, 21.02, 37.29, 21.72
11:15:09.817 , mppoctht, 558853.00, -0.31, -0.25, 20.57, -0.03, 21.02, 37.29, 21.72
11:15:09.819 , mppoctht, 558891.00, -0.31, -0.08, 20.57, -0.03, 21.02, 37.29, 21.72
11:15:09.846 , mppoctht, 558928.00, -0.31, -0.08, 20.57, -0.03, 21.02, 37.29, 21.72
11:15:09.848 , mppoctht, 558964.00, -0.31, -0.08, 20.57, 0.34, 21.05, 37.29, 21.72
11:15:09.848 , mppoctht, 559000.00, -0.31, -0.25, 20.57, 0.34, 21.05, 37.29, 21.72
11:15:09.849 , mppoctht, 559036.00, -0.31, -0.25, 20.57, 0.34, 21.05, 37.29, 21.72
11:15:09.851 , mppoctht, 559072.00, -0.31, -0.08, 20.57, 0.34, 21.05, 37.29, 21.72
11:15:09.859 , mppoctht, 559108.00, -0.31, -0.25, 20.57, 0.24, 21.07, 37.25, 21.71
11:15:09.881 , mppoctht, 559144.00, -0.31, -0.08, 20.57, 0.24, 21.07, 37.25, 21.71
11:15:09.884 , mppoctht, 559180.00, -0.31, -0.08, 20.57, 0.24, 21.07, 37.25, 21.72
11:15:09.885 , mppoctht, 559216.00, -0.31, -0.08, 20.57, 0.24, 21.07, 37.25, 21.72
11:15:09.886 , mppoctht, 559252.00, -0.31, -0.08, 20.57, 0.24, 21.07, 37.25, 21.72
11:15:09.887 , mppoctht, 559288.00, -0.31, -0.08, 20.60, 0.36, 21.07, 37.25, 21.72
11:15:09.889 , mppoctht, 559324.00, -0.31, -0.08, 20.60, 0.36, 21.07, 37.25, 21.72
11:15:09.919 , mppoctht, 559360.00, -0.31, -0.25, 20.60, 0.36, 21.07, 37.25, 21.72
11:15:09.921 , mppoctht, 559396.00, -0.31, -0.08, 20.60, 0.36, 21.07, 37.25, 21.72
11:15:09.922 , mppoctht, 559432.00, -0.31, -0.08, 20.57, 0.13, 21.09, 37.26, 21.72
11:15:09.922 , mppoctht, 559468.00, -0.31, -0.08, 20.57, 0.13, 21.09, 37.26, 21.72
11:15:09.929 , mppoctht, 559504.00, -0.31, -0.08, 20.57, 0.13, 21.09, 37.26, 21.72
11:15:09.955 , mppoctht, 559540.00, -0.31, -0.08, 20.57, 0.13, 21.09, 37.26, 21.72
11:15:09.957 , mppoctht, 559576.00, -0.31, -0.08, 20.57, 0.20, 21.09, 37.25, 21.72
11:15:09.960 , mppoctht, 559612.00, -0.31, -0.08, 20.57, 0.20, 21.09, 37.25, 21.72
11:15:09.960 , mppoctht, 559648.00, -0.31, -0.08, 20.57, 0.20, 21.09, 37.25, 21.72
11:15:09.961 , mppoctht, 559684.00, -0.31, -0.25, 20.57, 0.20, 21.09, 37.25, 21.72
11:15:09.963 , mppoctht, 559720.00, -0.31, -0.08, 20.57, -0.29, 21.12, 37.28, 21.72
11:15:09.993 , mppoctht, 559756.00, -0.31, -0.08, 20.57, -0.29, 21.12, 37.28, 21.72
11:15:09.995 , mppoctht, 559794.00, -0.31, -0.25, 20.57, -0.29, 21.12, 37.28, 21.72
11:15:09.995 , mppoctht, 559831.00, -0.31, -0.25, 20.57, -0.29, 21.12, 37.28, 21.72
11:15:09.996 , mppoctht, 559867.00, -0.31, -0.08, 20.60, -0.02, 21.13, 37.25, 21.72
11:15:09.997 , mppoctht, 559903.00, -0.31, -0.08, 20.60, -0.02, 21.13, 37.25, 21.72
11:15:09.998 , mppoctht, 559939.00, -0.31, -0.08, 20.60, -0.02, 21.13, 37.25, 21.72
11:15:10.006 , mppoctht, 559975.00, -0.31, -0.08, 20.60, -0.02, 21.13, 37.25, 21.72
11:15:10.030 , mppoctht, 560011.00, -0.31, -0.25, 20.57, -0.05, 21.15, 37.24, 21.72
11:15:10.030 , mppoctht, 560047.00, -0.31, -0.25, 20.57, -0.05, 21.15, 37.24, 21.72
11:15:10.031 , mppoctht, 560084.00, -0.31, -0.08, 20.57, -0.05, 21.15, 37.24, 21.72
11:15:10.033 , mppoctht, 560120.00, -0.31, -0.25, 20.57, -0.05, 21.15, 37.24, 21.72
11:15:10.033 , mppoctht, 560156.00, -0.31, -0.08, 20.57, -0.05, 21.15, 37.24, 21.72
11:15:10.066 , mppoctht, 560192.00, -0.31, -0.08, 20.63, -0.10, 21.17, 37.25, 21.72
11:15:10.068 , mppoctht, 560228.00, -0.31, -0.08, 20.63, -0.10, 21.17, 37.25, 21.72
11:15:10.069 , mppoctht, 560264.00, -0.31, -0.08, 20.63, -0.10, 21.17, 37.25, 21.72
11:15:10.070 , mppoctht, 560300.00, -0.31, -0.25, 20.63, -0.10, 21.17, 37.25, 21.72
11:15:10.071 , mppoctht, 560336.00, -0.31, -0.25, 20.60, -0.13, 21.20, 37.26, 21.72
11:15:10.072 , mppoctht, 560372.00, -0.31, -0.08, 20.60, -0.13, 21.20, 37.26, 21.72
11:15:10.103 , mppoctht, 560408.00, -0.31, -0.08, 20.60, -0.13, 21.20, 37.26, 21.72
11:15:10.105 , mppoctht, 560444.00, -0.31, -0.08, 20.60, -0.13, 21.20, 37.26, 21.72
11:15:10.106 , mppoctht, 560480.00, -0.31, -0.08, 20.57, 0.03, 21.19, 37.22, 21.72
11:15:10.106 , mppoctht, 560516.00, -0.31, -0.25, 20.57, 0.03, 21.19, 37.22, 21.72
11:15:10.107 , mppoctht, 560552.00, -0.31, -0.08, 20.57, 0.03, 21.19, 37.22, 21.72
11:15:10.109 , mppoctht, 560588.00, -0.31, -0.08, 20.57, 0.03, 21.19, 37.22, 21.72
11:15:10.140 , mppoctht, 560624.00, -0.31, -0.08, 20.57, 0.18, 21.23, 37.26, 21.72
11:15:10.143 , mppoctht, 560660.00, -0.31, -0.08, 20.57, 0.18, 21.23, 37.26, 21.72
11:15:10.145 , mppoctht, 560698.00, -0.31, -0.08, 20.57, 0.18, 21.23, 37.26, 21.72
11:15:10.145 , mppoctht, 560735.00, -0.31, -0.25, 20.57, 0.18, 21.23, 37.26, 21.72
11:15:10.147 , mppoctht, 560771.00, -0.31, -0.08, 20.57, 0.25, 21.24, 37.27, 21.72
11:15:10.153 , mppoctht, 560807.00, -0.31, -0.25, 20.57, 0.25, 21.24, 37.27, 21.72
11:15:10.178 , mppoctht, 560843.00, -0.31, -0.08, 20.57, 0.25, 21.24, 37.27, 21.72
11:15:10.179 , mppoctht, 560879.00, -0.31, -0.08, 20.57, 0.25, 21.24, 37.27, 21.72
11:15:10.181 , mppoctht, 560915.00, -0.31, -0.08, 20.60, 0.21, 21.25, 37.21, 21.72
11:15:10.181 , mppoctht, 560951.00, -0.31, -0.08, 20.60, 0.21, 21.25, 37.21, 21.72
11:15:10.183 , mppoctht, 560988.00, -0.31, -0.08, 20.60, 0.21, 21.25, 37.21, 21.72
11:15:10.214 , mppoctht, 561025.00, -0.31, -0.08, 20.60, 0.21, 21.25, 37.21, 21.72
11:15:10.218 , mppoctht, 561061.00, -0.31, -0.08, 20.60, 0.35, 21.26, 37.20, 21.72
11:15:10.218 , mppoctht, 561097.00, -0.31, -0.08, 20.60, 0.35, 21.26, 37.20, 21.72
11:15:10.220 , mppoctht, 561133.00, -0.31, -0.08, 20.60, 0.35, 21.26, 37.20, 21.72
11:15:10.220 , mppoctht, 561170.00, -0.31, -0.25, 20.60, 0.35, 21.26, 37.20, 21.72
11:15:10.221 , mppoctht, 561206.00, -0.31, -0.08, 20.60, 0.35, 21.26, 37.20, 21.72
11:15:10.229 , mppoctht, 561242.00, -0.31, -0.08, 20.57, -0.14, 21.28, 37.20, 21.72
11:15:10.254 , mppoctht, 561278.00, -0.31, -0.08, 20.57, -0.14, 21.28, 37.20, 21.72
11:15:10.255 , mppoctht, 561314.00, -0.31, -0.25, 20.57, -0.14, 21.28, 37.20, 21.72
11:15:10.256 , mppoctht, 561350.00, -0.31, -0.08, 20.57, -0.14, 21.28, 37.20, 21.72
11:15:10.256 , mppoctht, 561386.00, -0.31, -0.08, 20.57, 0.35, 21.30, 37.20, 21.72
11:15:10.258 , mppoctht, 561422.00, -0.31, -0.08, 20.57, 0.35, 21.30, 37.20, 21.72
11:15:10.266 , mppoctht, 561458.00, -0.31, -0.08, 20.57, 0.35, 21.30, 37.20, 21.72
11:15:10.292 , mppoctht, 561494.00, -0.31, -0.25, 20.57, 0.35, 21.30, 37.20, 21.72
11:15:10.304 , mppoctht, 561530.00, -0.31, -0.08, 20.57, 0.13, 21.31, 37.16, 21.72
11:15:10.306 , mppoctht, 561566.00, -0.31, -0.08, 20.57, 0.13, 21.31, 37.16, 21.72
11:15:10.307 , mppoctht, 561603.00, -0.31, -0.08, 20.57, 0.13, 21.31, 37.16, 21.72
11:15:10.308 , mppoctht, 561640.00, -0.31, -0.08, 20.57, 0.13, 21.31, 37.16, 21.72
11:15:10.309 , mppoctht, 561676.00, -0.31, -0.25, 20.60, 0.06, 21.34, 37.16, 21.72
11:15:10.336 , mppoctht, 561712.00, -0.31, -0.25, 20.60, 0.06, 21.34, 37.16, 21.72
11:15:10.338 , mppoctht, 561748.00, -0.31, -0.08, 20.60, 0.06, 21.34, 37.16, 21.72
11:15:10.339 , mppoctht, 561784.00, -0.31, -0.08, 20.60, 0.06, 21.34, 37.16, 21.72
11:15:10.340 , mppoctht, 561820.00, -0.31, -0.08, 20.60, 0.08, 21.34, 37.17, 21.72
11:15:10.341 , mppoctht, 561856.00, -0.31, -0.25, 20.60, 0.08, 21.34, 37.17, 21.72
11:15:10.347 , mppoctht, 561892.00, -0.31, -0.08, 20.60, 0.08, 21.34, 37.17, 21.72
11:15:10.372 , mppoctht, 561928.00, -0.31, -0.08, 20.60, 0.08, 21.34, 37.17, 21.72
11:15:10.388 , mppoctht, 561964.00, -0.31, -0.08, 20.60, 0.08, 21.34, 37.17, 21.72
11:15:10.389 , mppoctht, 562000.00, -0.31, -0.08, 20.63, 0.11, 21.37, 37.14, 21.72
11:15:10.390 , mppoctht, 562036.00, -0.31, -0.25, 20.63, 0.11, 21.37, 37.14, 21.72
11:15:10.391 , mppoctht, 562072.00, -0.31, -0.08, 20.63, 0.11, 21.37, 37.14, 21.72
11:15:10.419 , mppoctht, 562108.00, -0.31, -0.08, 20.63, 0.11, 21.37, 37.14, 21.72
11:15:10.419 , mppoctht, 562144.00, -0.31, -0.08, 20.60, 0.04, 21.37, 37.12, 21.72
11:15:10.421 , mppoctht, 562180.00, -0.31, -0.08, 20.60, 0.04, 21.37, 37.12, 21.72
11:15:10.422 , mppoctht, 562216.00, -0.31, -0.08, 20.60, 0.04, 21.37, 37.12, 21.72
11:15:10.422 , mppoctht, 562252.00, -0.31, -0.08, 20.60, 0.04, 21.37, 37.12, 21.72
11:15:10.423 , mppoctht, 562288.00, -0.31, -0.25, 20.57, 0.39, 21.38, 37.12, 21.72
11:15:10.432 , mppoctht, 562324.00, -0.31, -0.08, 20.57, 0.39, 21.38, 37.12, 21.72
11:15:10.455 , mppoctht, 562360.00, -0.31, -0.08, 20.57, 0.39, 21.38, 37.12, 21.72
11:15:10.472 , mppoctht, 562396.00, -0.31, -0.08, 20.57, 0.39, 21.38, 37.12, 21.72
11:15:10.473 , mppoctht, 562432.00, -0.31, -0.08, 20.57, 0.20, 21.41, 37.07, 21.72
11:15:10.474 , mppoctht, 562468.00, -0.31, -0.08, 20.57, 0.20, 21.41, 37.07, 21.72
11:15:10.478 , mppoctht, 562504.00, -0.31, -0.08, 20.57, 0.20, 21.41, 37.07, 21.72
11:15:10.504 , mppoctht, 562540.00, -0.31, -0.08, 20.57, 0.20, 21.41, 37.07, 21.72
11:15:10.505 , mppoctht, 562576.00, -0.31, -0.08, 20.60, 0.19, 21.40, 37.09, 21.72
11:15:10.507 , mppoctht, 562612.00, -0.31, -0.08, 20.60, 0.19, 21.40, 37.09, 21.72
11:15:10.508 , mppoctht, 562648.00, -0.31, -0.08, 20.60, 0.19, 21.40, 37.09, 21.72
11:15:10.512 , mppoctht, 562684.00, -0.31, -0.08, 20.60, 0.19, 21.40, 37.09, 21.72
11:15:10.516 , mppoctht, 562720.00, -0.31, -0.08, 20.60, 0.19, 21.40, 37.09, 21.72
11:15:10.540 , mppoctht, 562756.00, -0.31, -0.25, 20.63, 0.05, 21.42, 37.08, 21.73
11:15:10.558 , mppoctht, 562792.00, -0.31, -0.08, 20.63, 0.05, 21.42, 37.08, 21.73
11:15:10.559 , mppoctht, 562828.00, -0.31, -0.08, 20.63, 0.05, 21.42, 37.08, 21.73
11:15:10.561 , mppoctht, 562864.00, -0.31, -0.08, 20.63, 0.05, 21.42, 37.08, 21.73
11:15:10.563 , mppoctht, 562900.00, -0.31, -0.08, 20.57, 0.01, 21.44, 37.04, 21.73
11:15:10.564 , mppoctht, 562936.00, -0.31, -0.08, 20.57, 0.01, 21.44, 37.04, 21.73
11:15:10.568 , mppoctht, 562972.00, -0.31, -0.08, 20.57, 0.01, 21.44, 37.04, 21.73
11:15:10.572 , mppoctht, 563008.00, -0.31, -0.08, 20.57, 0.01, 21.44, 37.04, 21.72
11:15:10.573 , mppoctht, 563044.00, -0.31, -0.08, 20.57, 0.20, 21.45, 37.05, 21.72
11:15:10.602 , mppoctht, 563080.00, -0.31, -0.25, 20.57, 0.20, 21.45, 37.05, 21.72
11:15:10.603 , mppoctht, 563116.00, -0.31, -0.08, 20.57, 0.20, 21.45, 37.05, 21.72
11:15:10.605 , mppoctht, 563152.00, -0.31, -0.25, 20.57, 0.20, 21.45, 37.05, 21.72
11:15:15.681 , mppoctht, 563189.00, -0.31, -0.08, 20.56, 0.06, 21.48, 37.00, 21.72
11:15:15.685 , mppoctht, 563226.00, -0.31, -0.08, 20.56, 0.06, 21.48, 37.00, 21.72
11:15:15.687 , mppoctht, 563263.00, -0.31, -0.08, 20.56, 0.06, 21.48, 37.00, 21.72
11:15:15.688 , mppoctht, 563300.00, -0.31, -0.08, 20.56, 0.06, 21.48, 37.00, 21.72
11:15:15.691 , mppoctht, 563336.00, -0.31, -0.25, 20.56, 0.43, 21.47, 37.02, 21.73
11:15:15.691 , mppoctht, 563372.00, -0.31, -0.25, 20.56, 0.43, 21.47, 37.02, 21.73
11:15:15.692 , mppoctht, 563408.00, -0.31, -0.08, 20.56, 0.43, 21.47, 37.02, 21.73
11:15:15.694 , mppoctht, 563444.00, -0.31, -0.08, 20.56, 0.43, 21.47, 37.02, 21.73
11:15:15.695 , mppoctht, 563482.00, -0.31, -0.08, 20.63, 0.01, 21.48, 37.01, 21.73
11:15:15.701 , mppoctht, 563523.00, -0.31, -0.08, 20.63, 0.01, 21.48, 37.01, 21.73
11:15:15.728 , mppoctht, 563561.00, -0.31, -0.08, 20.63, 0.01, 21.48, 37.01, 21.73
11:15:15.728 , mppoctht, 563599.00, -0.31, -0.08, 20.63, 0.01, 21.48, 37.01, 21.72
11:15:15.728 , mppoctht, 563636.00, -0.31, -0.08, 20.63, 0.01, 21.48, 37.01, 21.72
11:15:15.730 , mppoctht, 563672.00, -0.31, -0.08, 20.60, 0.26, 21.50, 36.94, 21.72
11:15:15.731 , mppoctht, 563708.00, -0.31, -0.08, 20.60, 0.26, 21.50, 36.94, 21.72
11:15:15.765 , mppoctht, 563746.00, -0.31, -0.08, 20.60, 0.26, 21.50, 36.94, 21.72
11:15:15.769 , mppoctht, 563783.00, -0.31, -0.25, 20.60, 0.26, 21.50, 36.94, 21.73
11:15:15.769 , mppoctht, 563819.00, -0.31, -0.08, 20.60, 0.26, 21.50, 36.94, 21.73
11:15:15.770 , mppoctht, 563855.00, -0.31, -0.08, 20.60, 0.28, 21.51, 36.98, 21.73
11:15:15.774 , mppoctht, 563892.00, -0.31, -0.25, 20.60, 0.28, 21.51, 36.98, 21.73
11:15:15.781 , mppoctht, 563929.00, -0.31, -0.08, 20.60, 0.28, 21.51, 36.98, 21.73
11:15:15.805 , mppoctht, 563966.00, -0.31, -0.25, 20.60, 0.28, 21.51, 36.98, 21.73
11:15:15.808 , mppoctht, 564003.00, -0.31, -0.08, 20.60, 0.28, 21.51, 36.98, 21.73
11:15:15.808 , mppoctht, 564042.00, -0.31, -0.08, 20.60, -0.01, 21.51, 36.91, 21.73
11:15:15.809 , mppoctht, 564080.00, -0.31, -0.25, 20.60, -0.01, 21.51, 36.91, 21.73
11:15:15.810 , mppoctht, 564121.00, -0.31, -0.08, 20.60, -0.01, 21.51, 36.91, 21.73
11:15:15.816 , mppoctht, 564161.00, -0.31, -0.08, 20.60, -0.01, 21.51, 36.91, 21.73
